crop,date,price_per_kg,market
Onion,2026-04-20,16.58,Rohtak
Onion,2026-04-21,20.65,Gurugram
Onion,2026-04-22,16.86,Ambala
Onion,2026-04-23,18.15,Chandigarh
Onion,2026-04-24,19.32,Ludhiana
Onion,2026-04-25,20.53,Delhi
Onion,2026-04-26,16.37,Delhi
Onion,2026-04-27,16.37,Karnal
Onion,2026-04-28,16.49,Rohtak
Onion,2026-04-29,20.54,Hisar
Onion,2026-04-30,18.58,Chandigarh
Onion,2026-05-01,18.96,Hisar
Onion,2026-05-02,18.69,Delhi
Onion,2026-05-03,18.43,Chandigarh
Onion,2026-05-04,18.34,Panipat
Onion,2026-05-05,16.07,Delhi
Onion,2026-05-06,17.91,Karnal
Onion,2026-05-07,19.9,Sonipat
Onion,2026-05-08,18.03,Hisar
Onion,2026-05-09,18.25,Delhi
Onion,2026-05-10,17.08,Hisar
Onion,2026-05-11,18.89,Karnal
Onion,2026-05-12,16.01,Delhi
Onion,2026-05-13,19.74,Delhi
Onion,2026-05-14,17.72,Ambala
Onion,2026-05-15,16.02,Sonipat
Onion,2026-05-16,16.3,Sonipat
Onion,2026-05-17,18.82,Sonipat
Onion,2026-05-18,17.95,Gurugram
Onion,2026-05-19,18.07,Panipat
Onion,2026-05-20,16.54,Sonipat
Onion,2026-05-21,19.07,Panipat
Onion,2026-05-22,19.0,Delhi
Onion,2026-05-23,19.18,Rohtak
Onion,2026-05-24,17.3,Hisar
Onion,2026-05-25,17.04,Delhi
Onion,2026-05-26,17.01,Ambala
Onion,2026-05-27,18.59,Ludhiana
Onion,2026-05-28,17.86,Gurugram
Onion,2026-05-29,16.13,Ambala
Onion,2026-05-30,16.62,Sonipat
Onion,2026-05-31,17.01,Delhi
Onion,2026-06-01,20.62,Delhi
Onion,2026-06-02,17.62,Chandigarh
Onion,2026-06-03,16.61,Rohtak
Onion,2026-06-04,17.71,Ludhiana
Onion,2026-06-05,18.26,Sonipat
Onion,2026-06-06,17.43,Rohtak
Onion,2026-06-07,19.13,Hisar
Onion,2026-06-08,17.65,Karnal
Onion,2026-06-09,18.53,Gurugram
Onion,2026-06-10,17.88,Delhi
Onion,2026-06-11,19.25,Delhi
Onion,2026-06-12,18.94,Rohtak
Onion,2026-06-13,17.49,Chandigarh
Onion,2026-06-14,21.14,Hisar
Onion,2026-06-15,17.0,Ludhiana
Onion,2026-06-16,20.63,Panipat
Onion,2026-06-17,18.19,Chandigarh
Onion,2026-06-18,18.78,Gurugram
Onion,2026-06-19,17.63,Ambala
Onion,2026-06-20,20.29,Ambala
Onion,2026-06-21,17.83,Gurugram
Onion,2026-06-22,19.43,Ludhiana
Onion,2026-06-23,21.29,Karnal
Onion,2026-06-24,20.08,Chandigarh
Onion,2026-06-25,20.22,Karnal
Onion,2026-06-26,17.44,Hisar
Onion,2026-06-27,16.87,Chandigarh
Onion,2026-06-28,18.35,Rohtak
Onion,2026-06-29,21.12,Rohtak
Onion,2026-06-30,20.24,Hisar
Onion,2026-07-01,21.49,Panipat
Onion,2026-07-02,17.95,Chandigarh
Onion,2026-07-03,22.14,Hisar
Onion,2026-07-04,19.8,Rohtak
Onion,2026-07-05,22.1,Sonipat
Onion,2026-07-06,20.86,Delhi
Onion,2026-07-07,17.68,Karnal
Onion,2026-07-08,21.75,Chandigarh
Onion,2026-07-09,19.45,Gurugram
Onion,2026-07-10,19.67,Delhi
Onion,2026-07-11,20.25,Chandigarh
Onion,2026-07-12,18.12,Hisar
Onion,2026-07-13,17.85,Ambala
Onion,2026-07-14,17.79,Sonipat
Onion,2026-07-15,18.62,Panipat
Onion,2026-07-16,21.56,Hisar
Onion,2026-07-17,20.84,Gurugram
Onion,2026-07-18,19.02,Panipat
Onion,2026-07-19,18.62,Karnal
Onion,2026-07-20,18.15,Ambala
Onion,2026-07-21,18.02,Delhi
Onion,2026-07-22,18.29,Ludhiana
Onion,2026-07-23,19.0,Delhi
Onion,2026-07-24,20.06,Karnal
Onion,2026-07-25,19.66,Ludhiana
Onion,2026-07-26,18.77,Delhi
Onion,2026-07-27,17.93,Panipat
Onion,2026-07-28,21.45,Ambala
Onion,2026-07-29,17.69,Gurugram
Onion,2026-07-30,18.21,Karnal
Onion,2026-07-31,22.12,Hisar
Onion,2026-08-01,20.71,Panipat
Onion,2026-08-02,19.46,Sonipat
Onion,2026-08-03,18.32,Hisar
Onion,2026-08-04,22.4,Chandigarh
Onion,2026-08-05,21.87,Karnal
Onion,2026-08-06,18.63,Delhi
Onion,2026-08-07,22.14,Sonipat
Onion,2026-08-08,18.75,Rohtak
Onion,2026-08-09,22.26,Karnal
Onion,2026-08-10,18.79,Hisar
Onion,2026-08-11,19.98,Delhi
Onion,2026-08-12,21.02,Panipat
Onion,2026-08-13,22.67,Delhi
Onion,2026-08-14,18.24,Delhi
Onion,2026-08-15,19.1,Ludhiana
Onion,2026-08-16,22.12,Delhi
Onion,2026-08-17,22.59,Gurugram
Onion,2026-08-18,18.72,Ludhiana
Onion,2026-08-19,18.35,Ambala
Onion,2026-08-20,20.24,Hisar
Onion,2026-08-21,20.54,Hisar
Onion,2026-08-22,21.46,Sonipat
Onion,2026-08-23,19.83,Sonipat
Onion,2026-08-24,19.43,Ludhiana
Onion,2026-08-25,22.42,Rohtak
Onion,2026-08-26,21.09,Ambala
Onion,2026-08-27,19.27,Panipat
Onion,2026-08-28,20.51,Chandigarh
Onion,2026-08-29,20.4,Delhi
Onion,2026-08-30,19.41,Sonipat
Onion,2026-08-31,20.09,Chandigarh
Onion,2026-09-01,19.96,Chandigarh
Onion,2026-09-02,22.73,Hisar
Onion,2026-09-03,22.66,Gurugram
Onion,2026-09-04,21.11,Ludhiana
Onion,2026-09-05,20.41,Ambala
Onion,2026-09-06,21.2,Hisar
Onion,2026-09-07,20.02,Rohtak
Onion,2026-09-08,20.25,Karnal
Onion,2026-09-09,18.77,Panipat
Onion,2026-09-10,18.91,Ludhiana
Onion,2026-09-11,21.29,Ambala
Onion,2026-09-12,23.67,Sonipat
Mustard,2025-09-13,53.42,Karnal
Mustard,2025-09-14,54.1,Rohtak
Mustard,2025-09-15,56.1,Karnal
Mustard,2025-09-16,55.38,Hisar
Mustard,2025-09-17,54.53,Sonipat
Mustard,2025-09-18,53.85,Ambala
Mustard,2025-09-19,54.44,Gurugram
Mustard,2025-09-20,56.84,Rohtak
Mustard,2025-09-21,56.03,Gurugram
Mustard,2025-09-22,57.03,Ambala
Mustard,2025-09-23,53.85,Karnal
Mustard,2025-09-24,56.64,Ludhiana
Mustard,2025-09-25,55.49,Sonipat
Mustard,2025-09-26,55.31,Delhi
Mustard,2025-09-27,53.61,Ambala
Mustard,2025-09-28,54.28,Chandigarh
Mustard,2025-09-29,55.34,Gurugram
Mustard,2025-09-30,57.12,Karnal
Mustard,2025-10-01,59.07,Gurugram
Mustard,2025-10-02,58.72,Gurugram
Mustard,2025-10-03,56.01,Sonipat
Mustard,2025-10-04,58.23,Sonipat
Mustard,2025-10-05,59.03,Chandigarh
Mustard,2025-10-06,59.42,Delhi
Mustard,2025-10-07,57.41,Hisar
Mustard,2025-10-08,58.32,Gurugram
Mustard,2025-10-09,57.16,Sonipat
Mustard,2025-10-10,60.0,Hisar
Mustard,2025-10-11,59.25,Ludhiana
Mustard,2025-10-12,58.68,Sonipat
Mustard,2025-10-13,58.94,Chandigarh
Mustard,2025-10-14,58.9,Ambala
Mustard,2025-10-15,59.31,Karnal
Mustard,2025-10-16,58.83,Sonipat
Mustard,2025-10-17,57.64,Panipat
Mustard,2025-10-18,56.61,Rohtak
Mustard,2025-10-19,60.07,Ambala
Mustard,2025-10-20,57.75,Ambala
Mustard,2025-10-21,56.26,Ambala
Mustard,2025-10-22,57.48,Ambala
Mustard,2025-10-23,57.09,Ambala
Mustard,2025-10-24,56.61,Ludhiana
Mustard,2025-10-25,56.78,Delhi
Mustard,2025-10-26,57.2,Gurugram
Mustard,2025-10-27,56.92,Delhi
Mustard,2025-10-28,59.68,Gurugram
Mustard,2025-10-29,58.11,Panipat
Mustard,2025-10-30,57.13,Delhi
Mustard,2025-10-31,57.73,Delhi
Mustard,2025-11-01,61.67,Rohtak
Mustard,2025-11-02,60.22,Hisar
Mustard,2025-11-03,62.77,Hisar
Mustard,2025-11-04,60.7,Hisar
Mustard,2025-11-05,60.09,Hisar
Mustard,2025-11-06,59.0,Ludhiana
Mustard,2025-11-07,62.02,Ambala
Mustard,2025-11-08,61.42,Karnal
Mustard,2025-11-09,59.29,Delhi
Mustard,2025-11-10,62.08,Rohtak
Mustard,2025-11-11,59.87,Gurugram
Mustard,2025-11-12,59.73,Delhi
Mustard,2025-11-13,58.91,Sonipat
Mustard,2025-11-14,62.47,Sonipat
Mustard,2025-11-15,61.79,Chandigarh
Mustard,2025-11-16,62.71,Delhi
Mustard,2025-11-17,60.06,Ambala
Mustard,2025-11-18,62.49,Rohtak
Mustard,2025-11-19,60.47,Sonipat
Mustard,2025-11-20,61.23,Hisar
Mustard,2025-11-21,59.26,Delhi
Mustard,2025-11-22,60.02,Karnal
Mustard,2025-11-23,60.35,Chandigarh
Mustard,2025-11-24,61.71,Chandigarh
Mustard,2025-11-25,59.71,Panipat
Mustard,2025-11-26,59.84,Delhi
Mustard,2025-11-27,58.75,Ambala
Mustard,2025-11-28,60.93,Ludhiana
Mustard,2025-11-29,59.19,Gurugram
Mustard,2025-11-30,58.52,Delhi
Mustard,2025-12-01,62.08,Ambala
Mustard,2025-12-02,62.91,Delhi
Mustard,2025-12-03,60.84,Sonipat
Mustard,2025-12-04,63.6,Delhi
Mustard,2025-12-05,62.84,Delhi
Mustard,2025-12-06,62.07,Hisar
Mustard,2025-12-07,62.8,Panipat
Mustard,2025-12-08,61.06,Chandigarh
Mustard,2025-12-09,62.38,Gurugram
Mustard,2025-12-10,64.62,Gurugram
Mustard,2025-12-11,61.44,Rohtak
Mustard,2025-12-12,61.77,Ludhiana
Mustard,2025-12-13,61.75,Panipat
Mustard,2025-12-14,63.09,Sonipat
Mustard,2025-12-15,63.92,Delhi
Mustard,2025-12-16,60.88,Gurugram
Mustard,2025-12-17,64.13,Hisar
Mustard,2025-12-18,64.84,Ambala
Mustard,2025-12-19,61.46,Rohtak
Mustard,2025-12-20,64.2,Chandigarh
Mustard,2025-12-21,62.27,Chandigarh
Mustard,2025-12-22,63.46,Ludhiana
Mustard,2025-12-23,62.92,Karnal
Mustard,2025-12-24,62.46,Delhi
Mustard,2025-12-25,62.07,Rohtak
Mustard,2025-12-26,62.52,Chandigarh
Mustard,2025-12-27,63.84,Ambala
Mustard,2025-12-28,60.87,Ludhiana
Mustard,2025-12-29,60.96,Sonipat
Mustard,2025-12-30,64.53,Karnal
Mustard,2025-12-31,60.7,Hisar
Mustard,2026-01-01,62.69,Hisar
Mustard,2026-01-02,63.24,Sonipat
Mustard,2026-01-03,66.15,Panipat
Mustard,2026-01-04,63.73,Delhi
Mustard,2026-01-05,62.62,Chandigarh
Mustard,2026-01-06,64.03,Gurugram
Mustard,2026-01-07,66.13,Chandigarh
Mustard,2026-01-08,64.25,Rohtak
Mustard,2026-01-09,65.74,Ambala
Mustard,2026-01-10,64.79,Hisar
Mustard,2026-01-11,62.55,Sonipat
Mustard,2026-01-12,62.69,Ambala
Mustard,2026-01-13,64.67,Delhi
Mustard,2026-01-14,66.22,Ambala
Mustard,2026-01-15,65.51,Panipat
Mustard,2026-01-16,65.89,Gurugram
Mustard,2026-01-17,65.9,Panipat
Mustard,2026-01-18,63.58,Ludhiana
Mustard,2026-01-19,64.42,Ludhiana
Mustard,2026-01-20,61.93,Panipat
Mustard,2026-01-21,63.58,Ambala
Mustard,2026-01-22,64.5,Hisar
Mustard,2026-01-23,61.84,Gurugram
Mustard,2026-01-24,64.81,Rohtak
Mustard,2026-01-25,65.03,Panipat
Mustard,2026-01-26,65.7,Rohtak
Mustard,2026-01-27,63.09,Panipat
Mustard,2026-01-28,62.94,Ludhiana
Mustard,2026-01-29,65.42,Delhi
Mustard,2026-01-30,65.92,Karnal
Mustard,2026-01-31,62.04,Ludhiana
Mustard,2026-02-01,67.26,Gurugram
Mustard,2026-02-02,64.84,Hisar
Mustard,2026-02-03,66.4,Delhi
Mustard,2026-02-04,64.39,Karnal
Mustard,2026-02-05,67.8,Hisar
Mustard,2026-02-06,66.95,Chandigarh
Mustard,2026-02-07,67.52,Rohtak
Mustard,2026-02-08,65.83,Sonipat
Mustard,2026-02-09,63.67,Chandigarh
Mustard,2026-02-10,65.24,Chandigarh
Mustard,2026-02-11,67.47,Rohtak
Mustard,2026-02-12,64.1,Karnal
Mustard,2026-02-13,67.21,Karnal
Mustard,2026-02-14,63.39,Rohtak
Mustard,2026-02-15,67.54,Karnal
Mustard,2026-02-16,64.48,Ludhiana
Mustard,2026-02-17,65.54,Delhi
Mustard,2026-02-18,66.35,Karnal
Mustard,2026-02-19,64.87,Ambala
Mustard,2026-02-20,65.2,Ludhiana
Mustard,2026-02-21,65.84,Gurugram
Mustard,2026-02-22,64.68,Panipat
Mustard,2026-02-23,66.56,Delhi
Mustard,2026-02-24,64.36,Hisar
Mustard,2026-02-25,63.23,Ambala
Mustard,2026-02-26,66.65,Karnal
Mustard,2026-02-27,67.0,Karnal
Mustard,2026-02-28,66.14,Panipat
Mustard,2026-03-01,68.27,Chandigarh
Mustard,2026-03-02,65.19,Rohtak
Mustard,2026-03-03,67.38,Sonipat
Mustard,2026-03-04,68.21,Ambala
Mustard,2026-03-05,68.94,Karnal
Mustard,2026-03-06,66.26,Panipat
Mustard,2026-03-07,68.49,Panipat
Mustard,2026-03-08,67.07,Hisar
Mustard,2026-03-09,69.14,Ludhiana
Mustard,2026-03-10,66.22,Ludhiana
Mustard,2026-03-11,66.45,Chandigarh
Mustard,2026-03-12,68.98,Hisar
Mustard,2026-03-13,67.81,Rohtak
Mustard,2026-03-14,67.45,Gurugram
Mustard,2026-03-15,67.69,Ambala
Mustard,2026-03-16,67.91,Panipat
Mustard,2026-03-17,68.27,Ludhiana
Mustard,2026-03-18,65.26,Panipat
Mustard,2026-03-19,68.06,Panipat
Mustard,2026-03-20,66.22,Panipat
Mustard,2026-03-21,65.86,Chandigarh
Mustard,2026-03-22,68.66,Rohtak
Mustard,2026-03-23,68.86,Ambala
Mustard,2026-03-24,66.92,Gurugram
Mustard,2026-03-25,68.26,Rohtak
Mustard,2026-03-26,68.14,Panipat
Mustard,2026-03-27,66.23,Hisar
Mustard,2026-03-28,66.94,Rohtak
Mustard,2026-03-29,67.81,Ambala
Mustard,2026-03-30,68.95,Gurugram
Mustard,2026-03-31,68.52,Karnal
Mustard,2026-04-01,66.06,Ludhiana
Mustard,2026-04-02,67.1,Gurugram
Mustard,2026-04-03,65.24,Sonipat
Mustard,2026-04-04,66.82,Chandigarh
Mustard,2026-04-05,63.73,Delhi
Mustard,2026-04-06,65.1,Panipat
Mustard,2026-04-07,66.31,Chandigarh
Mustard,2026-04-08,66.5,Sonipat
Mustard,2026-04-09,67.38,Gurugram
Mustard,2026-04-10,66.03,Karnal
Mustard,2026-04-11,64.64,Panipat
Mustard,2026-04-12,64.96,Gurugram
Mustard,2026-04-13,64.75,Ambala
Mustard,2026-04-14,64.4,Delhi
Mustard,2026-04-15,65.25,Ambala
Mustard,2026-04-16,65.79,Ambala
Mustard,2026-04-17,63.41,Karnal
Mustard,2026-04-18,65.45,Hisar
Mustard,2026-04-19,65.62,Hisar
Mustard,2026-04-20,63.39,Sonipat
Mustard,2026-04-21,63.81,Karnal
Mustard,2026-04-22,64.8,Ambala
Mustard,2026-04-23,67.42,Ludhiana
Mustard,2026-04-24,63.91,Sonipat
Mustard,2026-04-25,66.94,Ludhiana
Mustard,2026-04-26,64.85,Sonipat
Mustard,2026-04-27,64.79,Rohtak
Mustard,2026-04-28,63.36,Panipat
Mustard,2026-04-29,64.35,Sonipat
Mustard,2026-04-30,66.12,Sonipat
Mustard,2026-05-01,63.47,Delhi
Mustard,2026-05-02,61.85,Hisar
Mustard,2026-05-03,64.18,Hisar
Mustard,2026-05-04,63.27,Ludhiana
Mustard,2026-05-05,63.09,Rohtak
Mustard,2026-05-06,63.81,Gurugram
Mustard,2026-05-07,65.75,Gurugram
Mustard,2026-05-08,64.9,Chandigarh
Mustard,2026-05-09,62.33,Rohtak
Mustard,2026-05-10,64.36,Karnal
Mustard,2026-05-11,62.55,Gurugram
Mustard,2026-05-12,62.98,Delhi
Mustard,2026-05-13,63.33,Ambala
Mustard,2026-05-14,63.01,Delhi
Mustard,2026-05-15,65.42,Panipat
Mustard,2026-05-16,66.03,Ludhiana
Mustard,2026-05-17,65.05,Ambala
Mustard,2026-05-18,64.14,Hisar
Mustard,2026-05-19,65.85,Sonipat
Mustard,2026-05-20,63.37,Ludhiana
Mustard,2026-05-21,63.47,Karnal
Mustard,2026-05-22,62.61,Hisar
Mustard,2026-05-23,61.97,Karnal
Mustard,2026-05-24,65.27,Sonipat
Mustard,2026-05-25,62.92,Rohtak
Mustard,2026-05-26,64.7,Sonipat
Mustard,2026-05-27,62.57,Rohtak
Mustard,2026-05-28,63.77,Panipat
Mustard,2026-05-29,65.64,Ambala
Mustard,2026-05-30,62.32,Rohtak
Mustard,2026-05-31,65.19,Rohtak
Mustard,2026-06-01,60.15,Delhi
Mustard,2026-06-02,61.83,Hisar
Mustard,2026-06-03,60.54,Panipat
Mustard,2026-06-04,62.15,Sonipat
Mustard,2026-06-05,60.97,Rohtak
Mustard,2026-06-06,61.43,Delhi
Mustard,2026-06-07,63.08,Panipat
Mustard,2026-06-08,62.93,Sonipat
Mustard,2026-06-09,62.04,Delhi
Mustard,2026-06-10,62.48,Ambala
Mustard,2026-06-11,60.74,Delhi
Mustard,2026-06-12,63.77,Ludhiana
Mustard,2026-06-13,61.16,Karnal
Mustard,2026-06-14,63.79,Chandigarh
Mustard,2026-06-15,64.7,Gurugram
Mustard,2026-06-16,63.51,Panipat
Mustard,2026-06-17,61.08,Chandigarh
Mustard,2026-06-18,62.62,Karnal
Mustard,2026-06-19,63.51,Ludhiana
Mustard,2026-06-20,61.92,Rohtak
Mustard,2026-06-21,60.51,Delhi
Mustard,2026-06-22,64.57,Ambala
Mustard,2026-06-23,63.52,Sonipat
Mustard,2026-06-24,64.81,Chandigarh
Mustard,2026-06-25,60.88,Delhi
Mustard,2026-06-26,64.65,Karnal
Mustard,2026-06-27,62.64,Panipat
Mustard,2026-06-28,61.79,Rohtak
Mustard,2026-06-29,61.06,Sonipat
Mustard,2026-06-30,64.59,Panipat
Mustard,2026-07-01,59.97,Gurugram
Mustard,2026-07-02,60.27,Delhi
Mustard,2026-07-03,58.84,Rohtak
Mustard,2026-07-04,58.49,Sonipat
Mustard,2026-07-05,61.35,Sonipat
Mustard,2026-07-06,59.91,Ludhiana
Mustard,2026-07-07,62.65,Panipat
Mustard,2026-07-08,62.33,Delhi
Mustard,2026-07-09,60.13,Gurugram
Mustard,2026-07-10,59.32,Hisar
Mustard,2026-07-11,60.28,Ludhiana
Mustard,2026-07-12,59.72,Hisar
Mustard,2026-07-13,61.56,Ludhiana
Mustard,2026-07-14,62.05,Sonipat
Mustard,2026-07-15,59.05,Rohtak
Mustard,2026-07-16,62.86,Sonipat
Mustard,2026-07-17,59.02,Ambala
Mustard,2026-07-18,60.69,Ambala
Mustard,2026-07-19,61.55,Sonipat
Mustard,2026-07-20,61.26,Gurugram
Mustard,2026-07-21,61.26,Sonipat
Mustard,2026-07-22,60.7,Ludhiana
Mustard,2026-07-23,59.08,Hisar
Mustard,2026-07-24,60.52,Delhi
Mustard,2026-07-25,59.73,Gurugram
Mustard,2026-07-26,58.64,Chandigarh
Mustard,2026-07-27,61.94,Ambala
Mustard,2026-07-28,61.75,Karnal
Mustard,2026-07-29,62.86,Gurugram
Mustard,2026-07-30,60.85,Ambala
Mustard,2026-07-31,58.99,Karnal
Mustard,2026-08-01,58.34,Hisar
Mustard,2026-08-02,56.93,Chandigarh
Mustard,2026-08-03,60.05,Ambala
Mustard,2026-08-04,56.52,Sonipat
Mustard,2026-08-05,58.41,Ludhiana
Mustard,2026-08-06,59.86,Sonipat
Mustard,2026-08-07,56.58,Ludhiana
Mustard,2026-08-08,57.61,Gurugram
Mustard,2026-08-09,60.32,Rohtak
Mustard,2026-08-10,58.37,Chandigarh
Mustard,2026-08-11,58.93,Hisar
Mustard,2026-08-12,59.64,Delhi
Mustard,2026-08-13,58.13,Ambala
Mustard,2026-08-14,58.07,Ludhiana
Mustard,2026-08-15,58.05,Delhi
Mustard,2026-08-16,60.27,Rohtak
Mustard,2026-08-17,56.57,Hisar
Mustard,2026-08-18,56.28,Chandigarh
Mustard,2026-08-19,56.11,Delhi
Mustard,2026-08-20,59.41,Ambala
Mustard,2026-08-21,58.75,Chandigarh
Mustard,2026-08-22,58.41,Ludhiana
Mustard,2026-08-23,60.02,Gurugram
Mustard,2026-08-24,59.47,Karnal
Mustard,2026-08-25,59.53,Gurugram
Mustard,2026-08-26,58.32,Ambala
Mustard,2026-08-27,58.47,Gurugram
Mustard,2026-08-28,58.93,Delhi
Mustard,2026-08-29,56.33,Karnal
Mustard,2026-08-30,55.91,Gurugram
Mustard,2026-08-31,59.34,Panipat
Mustard,2026-09-01,55.81,Gurugram
Mustard,2026-09-02,56.41,Rohtak
Mustard,2026-09-03,57.16,Ludhiana
Mustard,2026-09-04,54.11,Hisar
Mustard,2026-09-05,53.96,Ambala
Mustard,2026-09-06,54.29,Delhi
Mustard,2026-09-07,57.2,Hisar
Mustard,2026-09-08,54.32,Karnal
Mustard,2026-09-09,56.29,Delhi
Mustard,2026-09-10,56.43,Rohtak
Mustard,2026-09-11,57.08,Ambala
Mustard,2026-09-12,53.85,Ludhiana
