id,crop,date,region,quantity_kg
1288,Potato,2026-07-02,Panipat,300
1289,Potato,2026-07-02,Gurugram,150
1290,Potato,2026-07-03,Ambala,100
1291,Potato,2026-07-03,Chandigarh,300
1292,Potato,2026-07-03,Delhi,50
1293,Potato,2026-07-04,Ambala,50
1294,Potato,2026-07-04,Chandigarh,100
1295,Potato,2026-07-04,Karnal,150
1296,Potato,2026-07-04,Sonipat,300
1297,Potato,2026-07-05,Karnal,300
1298,Potato,2026-07-05,Ludhiana,150
1299,Potato,2026-07-05,Ambala,100
1300,Potato,2026-07-05,Ludhiana,50
1301,Potato,2026-07-06,Sonipat,150
1302,Potato,2026-07-06,Hisar,200
1303,Potato,2026-07-07,Delhi,150
1304,Potato,2026-07-07,Delhi,200
1305,Potato,2026-07-08,Delhi,300
1306,Potato,2026-07-08,Sonipat,200
1307,Potato,2026-07-08,Gurugram,150
1308,Potato,2026-07-09,Gurugram,200
1309,Potato,2026-07-09,Delhi,200
1310,Potato,2026-07-10,Panipat,200
1311,Potato,2026-07-10,Ambala,150
1312,Potato,2026-07-10,Ludhiana,100
1313,Potato,2026-07-11,Hisar,100
1314,Potato,2026-07-11,Delhi,200
1315,Potato,2026-07-12,Gurugram,100
1316,Potato,2026-07-12,Rohtak,200
1317,Potato,2026-07-13,Chandigarh,50
1318,Potato,2026-07-13,Delhi,100
1319,Potato,2026-07-14,Hisar,200
1320,Potato,2026-07-15,Sonipat,50
1321,Potato,2026-07-17,Karnal,300
1322,Potato,2026-07-17,Hisar,50
1323,Potato,2026-07-18,Karnal,200
1324,Potato,2026-07-18,Ludhiana,150
1325,Potato,2026-07-18,Ambala,300
1326,Potato,2026-07-19,Hisar,150
1327,Potato,2026-07-19,Ludhiana,300
1328,Potato,2026-07-20,Hisar,200
1329,Potato,2026-07-20,Chandigarh,150
1330,Potato,2026-07-20,Sonipat,200
1331,Potato,2026-07-20,Delhi,50
1332,Potato,2026-07-21,Sonipat,50
1333,Potato,2026-07-21,Delhi,50
1334,Potato,2026-07-22,Delhi,200
1335,Potato,2026-07-22,Rohtak,100
1336,Potato,2026-07-22,Hisar,300
1337,Potato,2026-07-23,Ambala,300
1338,Potato,2026-07-23,Delhi,50
1339,Potato,2026-07-24,Chandigarh,200
1340,Potato,2026-07-24,Ludhiana,100
1341,Potato,2026-07-25,Chandigarh,150
1342,Potato,2026-07-25,Chandigarh,150
1343,Potato,2026-07-26,Chandigarh,300
1344,Potato,2026-07-26,Rohtak,50
1345,Potato,2026-07-26,Hisar,50
1346,Potato,2026-07-27,Hisar,200
1347,Potato,2026-07-27,Ludhiana,50
1348,Potato,2026-07-28,Rohtak,100
1349,Potato,2026-07-28,Chandigarh,150
1350,Potato,2026-07-28,Sonipat,200
1351,Potato,2026-07-29,Hisar,200
1352,Potato,2026-07-30,Delhi,300
1353,Potato,2026-07-30,Ludhiana,300
1354,Potato,2026-07-30,Chandigarh,300
1355,Potato,2026-07-31,Sonipat,300
1356,Potato,2026-07-31,Rohtak,200
1357,Potato,2026-08-01,Panipat,200
1358,Potato,2026-08-01,Ambala,200
1359,Potato,2026-08-01,Ambala,150
1360,Potato,2026-08-02,Rohtak,50
1361,Potato,2026-08-02,Ambala,50
1362,Potato,2026-08-03,Sonipat,150
1363,Potato,2026-08-04,Rohtak,150
1364,Potato,2026-08-05,Hisar,50
1365,Potato,2026-08-05,Hisar,150
1366,Potato,2026-08-05,Gurugram,200
1367,Potato,2026-08-06,Karnal,100
1368,Potato,2026-08-07,Panipat,300
1369,Potato,2026-08-07,Delhi,50
1370,Potato,2026-08-07,Panipat,50
1371,Potato,2026-08-07,Gurugram,100
1372,Potato,2026-08-08,Ludhiana,200
1373,Potato,2026-08-08,Ambala,300
1374,Potato,2026-08-08,Hisar,150
1375,Potato,2026-08-09,Rohtak,200
1376,Potato,2026-08-09,Ambala,50
1377,Potato,2026-08-10,Hisar,150
1378,Potato,2026-08-10,Ambala,50
1379,Potato,2026-08-10,Ludhiana,50
1380,Potato,2026-08-11,Karnal,150
1381,Potato,2026-08-11,Ludhiana,300
1382,Potato,2026-08-12,Sonipat,300
1383,Potato,2026-08-12,Panipat,150
1384,Potato,2026-08-12,Hisar,100
1385,Potato,2026-08-13,Ludhiana,50
1386,Potato,2026-08-14,Panipat,150
1387,Potato,2026-08-14,Rohtak,150
1388,Potato,2026-08-14,Ambala,200
1389,Potato,2026-08-15,Karnal,300
1390,Potato,2026-08-15,Delhi,300
1391,Potato,2026-08-16,Delhi,300
1392,Potato,2026-08-16,Chandigarh,200
1393,Potato,2026-08-16,Hisar,100
1394,Potato,2026-08-17,Gurugram,50
1395,Potato,2026-08-17,Panipat,300
1396,Potato,2026-08-17,Panipat,200
1397,Potato,2026-08-18,Hisar,200
1398,Potato,2026-08-18,Panipat,300
1399,Potato,2026-08-19,Chandigarh,200
1400,Potato,2026-08-20,Rohtak,300
1401,Potato,2026-08-21,Sonipat,300
1402,Potato,2026-08-22,Ludhiana,150
1403,Potato,2026-08-23,Chandigarh,300
1404,Potato,2026-08-23,Hisar,300
1405,Potato,2026-08-24,Karnal,150
1406,Potato,2026-08-24,Ludhiana,100
1407,Potato,2026-08-25,Karnal,100
1408,Potato,2026-08-25,Panipat,200
1409,Potato,2026-08-27,Delhi,100
1410,Potato,2026-08-27,Hisar,150
1411,Potato,2026-08-27,Panipat,100
1412,Potato,2026-08-28,Hisar,100
1413,Potato,2026-08-28,Delhi,100
1414,Potato,2026-08-28,Karnal,50
1415,Potato,2026-08-29,Karnal,150
1416,Potato,2026-08-29,Ludhiana,200
1417,Potato,2026-08-29,Chandigarh,200
1418,Potato,2026-08-29,Hisar,50
1419,Potato,2026-08-30,Rohtak,150
1420,Potato,2026-08-30,Panipat,300
1421,Potato,2026-08-31,Sonipat,50
1422,Potato,2026-08-31,Ludhiana,50
1423,Potato,2026-08-31,Rohtak,50
1424,Potato,2026-09-01,Delhi,200
1425,Potato,2026-09-01,Gurugram,50
1426,Potato,2026-09-02,Hisar,100
1427,Potato,2026-09-02,Karnal,50
1428,Potato,2026-09-02,Ambala,300
1429,Potato,2026-09-03,Ambala,300
1430,Potato,2026-09-03,Panipat,200
1431,Potato,2026-09-03,Delhi,100
1432,Potato,2026-09-04,Ambala,50
1433,Potato,2026-09-04,Gurugram,150
1434,Potato,2026-09-05,Karnal,200
1435,Potato,2026-09-05,Karnal,100
1436,Potato,2026-09-05,Delhi,100
1437,Potato,2026-09-05,Karnal,150
1438,Potato,2026-09-06,Ludhiana,200
1439,Potato,2026-09-07,Ludhiana,300
1440,Potato,2026-09-07,Gurugram,50
1441,Potato,2026-09-08,Gurugram,300
1442,Potato,2026-09-08,Hisar,200
1443,Potato,2026-09-08,Karnal,150
1444,Potato,2026-09-08,Sonipat,150
1445,Potato,2026-09-09,Panipat,50
1446,Potato,2026-09-10,Ambala,50
1447,Potato,2026-09-10,Rohtak,100
1448,Potato,2026-09-11,Gurugram,50
1449,Potato,2026-09-11,Chandigarh,100
1450,Potato,2026-09-11,Ludhiana,200
1451,Potato,2026-09-12,Rohtak,200
1452,Potato,2026-09-12,Panipat,150
1453,Potato,2026-09-12,Delhi,100
1454,Potato,2026-09-12,Panipat,100
1455,Onion,2026-03-17,Ludhiana,150
1456,Onion,2026-03-17,Hisar,50
1457,Onion,2026-03-17,Panipat,50
1458,Onion,2026-03-18,Ludhiana,200
1459,Onion,2026-03-18,Hisar,150
1460,Onion,2026-03-19,Delhi,100
1461,Onion,2026-03-19,Panipat,300
1462,Onion,2026-03-20,Delhi,150
1463,Onion,2026-03-21,Chandigarh,150
1464,Onion,2026-03-21,Ludhiana,50
1465,Onion,2026-03-22,Rohtak,100
1466,Onion,2026-03-22,Ludhiana,100
1467,Onion,2026-03-22,Rohtak,200
1468,Onion,2026-03-23,Ambala,50
1469,Onion,2026-03-23,Delhi,100
1470,Onion,2026-03-23,Karnal,300
1471,Onion,2026-03-24,Sonipat,300
1472,Onion,2026-03-24,Hisar,150
1473,Onion,2026-03-24,Ludhiana,200
1474,Onion,2026-03-25,Sonipat,300
1475,Onion,2026-03-25,Gurugram,150
1476,Onion,2026-03-25,Karnal,50
1477,Onion,2026-03-26,Hisar,150
1478,Onion,2026-03-26,Sonipat,200
1479,Onion,2026-03-27,Ambala,100
1480,Onion,2026-03-27,Rohtak,50
1481,Onion,2026-03-27,Chandigarh,300
1482,Onion,2026-03-27,Karnal,50
1483,Onion,2026-03-27,Ludhiana,100
1484,Onion,2026-03-28,Panipat,100
1485,Onion,2026-03-29,Ambala,150
1486,Onion,2026-03-29,Sonipat,50
1487,Onion,2026-03-29,Gurugram,100
1488,Onion,2026-03-29,Ambala,50
1489,Onion,2026-03-30,Rohtak,300
1490,Onion,2026-03-30,Hisar,200
1491,Onion,2026-03-30,Ludhiana,50
1492,Onion,2026-03-31,Panipat,150
1493,Onion,2026-03-31,Ludhiana,200
1494,Onion,2026-04-01,Sonipat,200
1495,Onion,2026-04-01,Karnal,300
1496,Onion,2026-04-01,Karnal,150
1497,Onion,2026-04-02,Sonipat,200
1498,Onion,2026-04-02,Sonipat,50
1499,Onion,2026-04-03,Panipat,150
1500,Onion,2026-04-03,Karnal,300
1501,Onion,2026-04-04,Ambala,200
1502,Onion,2026-04-04,Delhi,50
1503,Onion,2026-04-05,Ludhiana,100
1504,Onion,2026-04-05,Gurugram,200
1505,Onion,2026-04-06,Hisar,300
1506,Onion,2026-04-06,Panipat,50
1507,Onion,2026-04-07,Delhi,300
1508,Onion,2026-04-08,Karnal,200
1509,Onion,2026-04-08,Gurugram,300
1510,Onion,2026-04-08,Ambala,50
1511,Onion,2026-04-09,Rohtak,150
1512,Onion,2026-04-09,Chandigarh,300
1513,Onion,2026-04-10,Gurugram,100
1514,Onion,2026-04-11,Chandigarh,50
1515,Onion,2026-04-11,Ambala,100
1516,Onion,2026-04-11,Panipat,100
1517,Onion,2026-04-11,Chandigarh,200
1518,Onion,2026-04-11,Gurugram,200
1519,Onion,2026-04-12,Chandigarh,200
1520,Onion,2026-04-12,Sonipat,150
1521,Onion,2026-04-12,Delhi,150
1522,Onion,2026-04-13,Rohtak,100
1523,Onion,2026-04-13,Ludhiana,150
1524,Onion,2026-04-13,Gurugram,200
1525,Onion,2026-04-14,Ambala,150
1526,Onion,2026-04-14,Chandigarh,150
1527,Onion,2026-04-15,Hisar,100
1528,Onion,2026-04-15,Gurugram,200
1529,Onion,2026-04-15,Sonipat,300
1530,Onion,2026-04-15,Ludhiana,50
1531,Onion,2026-04-16,Sonipat,50
1532,Onion,2026-04-16,Ludhiana,150
1533,Onion,2026-04-17,Sonipat,200
1534,Onion,2026-04-17,Hisar,50
1535,Onion,2026-04-17,Ludhiana,50
1536,Onion,2026-04-19,Chandigarh,200
1537,Onion,2026-04-19,Ludhiana,200
1538,Onion,2026-04-19,Delhi,100
1539,Onion,2026-04-20,Panipat,100
1540,Onion,2026-04-20,Sonipat,300
1541,Onion,2026-04-21,Panipat,300
1542,Onion,2026-04-21,Ambala,100
1543,Onion,2026-04-23,Chandigarh,300
1544,Onion,2026-04-24,Karnal,200
1545,Onion,2026-04-24,Delhi,150
1546,Onion,2026-04-24,Rohtak,150
1547,Onion,2026-04-24,Delhi,200
1548,Onion,2026-04-25,Gurugram,300
1549,Onion,2026-04-25,Delhi,150
1550,Onion,2026-04-25,Sonipat,50
1551,Onion,2026-04-25,Delhi,200
1552,Onion,2026-04-25,Ludhiana,200
1553,Onion,2026-04-26,Rohtak,150
1554,Onion,2026-04-26,Rohtak,300
1555,Onion,2026-04-27,Ludhiana,150
1556,Onion,2026-04-27,Ambala,100
1557,Onion,2026-04-28,Panipat,150
1558,Onion,2026-04-28,Rohtak,50
1559,Onion,2026-04-29,Chandigarh,300
1560,Onion,2026-04-29,Hisar,50
1561,Onion,2026-04-30,Hisar,50
1562,Onion,2026-04-30,Rohtak,100
1563,Onion,2026-05-01,Sonipat,200
1564,Onion,2026-05-01,Hisar,150
1565,Onion,2026-05-01,Sonipat,50
1566,Onion,2026-05-02,Panipat,300
1567,Onion,2026-05-02,Sonipat,150
1568,Onion,2026-05-03,Delhi,150
1569,Onion,2026-05-03,Chandigarh,100
1570,Onion,2026-05-03,Ludhiana,200
1571,Onion,2026-05-03,Hisar,200
1572,Onion,2026-05-04,Delhi,200
1573,Onion,2026-05-04,Gurugram,300
1574,Onion,2026-05-05,Sonipat,200
1575,Onion,2026-05-05,Hisar,50
1576,Onion,2026-05-05,Rohtak,300
1577,Onion,2026-05-06,Karnal,100
1578,Onion,2026-05-07,Ludhiana,300
1579,Onion,2026-05-07,Chandigarh,50
1580,Onion,2026-05-07,Panipat,200
1581,Onion,2026-05-08,Ludhiana,150
1582,Onion,2026-05-09,Sonipat,100
1583,Onion,2026-05-09,Panipat,100
1584,Onion,2026-05-09,Chandigarh,200
1585,Onion,2026-05-10,Delhi,50
1586,Onion,2026-05-10,Chandigarh,50
1587,Onion,2026-05-11,Chandigarh,200
1588,Onion,2026-05-11,Hisar,50
1589,Onion,2026-05-13,Panipat,150
1590,Onion,2026-05-13,Panipat,300
1591,Onion,2026-05-14,Delhi,200
1592,Onion,2026-05-14,Sonipat,100
1593,Onion,2026-05-14,Hisar,50
1594,Onion,2026-05-15,Delhi,200
1595,Onion,2026-05-15,Panipat,150
1596,Onion,2026-05-15,Ambala,200
1597,Onion,2026-05-16,Panipat,150
1598,Onion,2026-05-16,Sonipat,100
1599,Onion,2026-05-16,Sonipat,50
1600,Onion,2026-05-17,Ambala,150
1601,Onion,2026-05-18,Chandigarh,50
1602,Onion,2026-05-18,Rohtak,200
1603,Onion,2026-05-19,Delhi,50
1604,Onion,2026-05-19,Sonipat,200
1605,Onion,2026-05-20,Ambala,200
1606,Onion,2026-05-21,Panipat,300
1607,Onion,2026-05-21,Ambala,150
1608,Onion,2026-05-22,Hisar,150
1609,Onion,2026-05-22,Delhi,100
1610,Onion,2026-05-24,Rohtak,100
1611,Onion,2026-05-24,Rohtak,100
1612,Onion,2026-05-25,Ludhiana,100
1613,Onion,2026-05-25,Karnal,200
1614,Onion,2026-05-26,Chandigarh,100
1615,Onion,2026-05-26,Delhi,150
1616,Onion,2026-05-26,Ludhiana,100
1617,Onion,2026-05-28,Sonipat,100
1618,Onion,2026-05-28,Ludhiana,200
1619,Onion,2026-05-29,Ludhiana,50
1620,Onion,2026-05-29,Ludhiana,300
1621,Onion,2026-05-29,Karnal,100
1622,Onion,2026-05-30,Hisar,50
1623,Onion,2026-05-30,Gurugram,50
1624,Onion,2026-05-31,Delhi,200
1625,Onion,2026-05-31,Hisar,200
1626,Onion,2026-05-31,Ambala,300
1627,Onion,2026-05-31,Chandigarh,150
1628,Onion,2026-06-01,Chandigarh,300
1629,Onion,2026-06-01,Ambala,200
1630,Onion,2026-06-01,Karnal,50
1631,Onion,2026-06-02,Chandigarh,50
1632,Onion,2026-06-02,Hisar,300
1633,Onion,2026-06-03,Hisar,200
1634,Onion,2026-06-03,Delhi,200
1635,Onion,2026-06-04,Ambala,150
1636,Onion,2026-06-04,Ludhiana,200
1637,Onion,2026-06-05,Karnal,200
1638,Onion,2026-06-05,Gurugram,200
1639,Onion,2026-06-05,Karnal,300
1640,Onion,2026-06-05,Karnal,300
1641,Onion,2026-06-06,Gurugram,300
1642,Onion,2026-06-06,Ludhiana,100
1643,Onion,2026-06-06,Panipat,200
1644,Onion,2026-06-07,Gurugram,200
1645,Onion,2026-06-07,Sonipat,300
1646,Onion,2026-06-07,Karnal,150
1647,Onion,2026-06-07,Delhi,200
1648,Onion,2026-06-08,Sonipat,100
1649,Onion,2026-06-08,Karnal,100
1650,Onion,2026-06-09,Hisar,200
1651,Onion,2026-06-09,Panipat,100
1652,Onion,2026-06-10,Karnal,300
1653,Onion,2026-06-10,Rohtak,50
1654,Onion,2026-06-11,Sonipat,100
1655,Onion,2026-06-11,Chandigarh,50
1656,Onion,2026-06-12,Delhi,150
1657,Onion,2026-06-12,Hisar,50
1658,Onion,2026-06-12,Ambala,100
1659,Onion,2026-06-13,Panipat,150
1660,Onion,2026-06-13,Gurugram,50
1661,Onion,2026-06-13,Chandigarh,150
1662,Onion,2026-06-14,Sonipat,300
1663,Onion,2026-06-14,Ambala,50
1664,Onion,2026-06-14,Rohtak,200
1665,Onion,2026-06-15,Delhi,50
1666,Onion,2026-06-15,Ambala,300
1667,Onion,2026-06-15,Delhi,300
1668,Onion,2026-06-17,Delhi,100
1669,Onion,2026-06-17,Gurugram,100
1670,Onion,2026-06-17,Panipat,200
1671,Onion,2026-06-18,Chandigarh,200
1672,Onion,2026-06-18,Delhi,100
1673,Onion,2026-06-19,Sonipat,50
1674,Onion,2026-06-19,Karnal,200
1675,Onion,2026-06-20,Hisar,50
1676,Onion,2026-06-20,Karnal,200
1677,Onion,2026-06-21,Delhi,150
1678,Onion,2026-06-21,Gurugram,200
1679,Onion,2026-06-22,Gurugram,100
1680,Onion,2026-06-22,Sonipat,300
1681,Onion,2026-06-22,Hisar,100
1682,Onion,2026-06-23,Hisar,200
1683,Onion,2026-06-23,Chandigarh,150
1684,Onion,2026-06-23,Rohtak,200
1685,Onion,2026-06-24,Sonipat,50
1686,Onion,2026-06-24,Chandigarh,50
1687,Onion,2026-06-24,Delhi,150
1688,Onion,2026-06-25,Sonipat,200
1689,Onion,2026-06-26,Rohtak,200
1690,Onion,2026-06-26,Rohtak,100
1691,Onion,2026-06-26,Ambala,50
1692,Onion,2026-06-26,Chandigarh,150
1693,Onion,2026-06-26,Hisar,200
1694,Onion,2026-06-27,Panipat,150
1695,Onion,2026-06-27,Gurugram,50
1696,Onion,2026-06-27,Panipat,300
1697,Onion,2026-06-27,Ambala,100
1698,Onion,2026-06-28,Hisar,200
1699,Onion,2026-06-29,Ambala,300
1700,Onion,2026-06-30,Ludhiana,150
1701,Onion,2026-07-01,Hisar,100
1702,Onion,2026-07-01,Panipat,50
1703,Onion,2026-07-01,Rohtak,300
1704,Onion,2026-07-01,Gurugram,200
1705,Onion,2026-07-02,Sonipat,300
1706,Onion,2026-07-03,Delhi,300
1707,Onion,2026-07-03,Chandigarh,150
1708,Onion,2026-07-03,Chandigarh,150
1709,Onion,2026-07-03,Sonipat,50
1710,Onion,2026-07-04,Rohtak,300
1711,Onion,2026-07-04,Ambala,150
1712,Onion,2026-07-04,Karnal,150
1713,Onion,2026-07-05,Delhi,50
1714,Onion,2026-07-05,Gurugram,150
1715,Onion,2026-07-07,Rohtak,50
1716,Onion,2026-07-07,Ludhiana,150
1717,Onion,2026-07-08,Ambala,50
1718,Onion,2026-07-08,Ludhiana,150
1719,Onion,2026-07-09,Ambala,300
1720,Onion,2026-07-09,Chandigarh,300
1721,Onion,2026-07-09,Karnal,150
1722,Onion,2026-07-09,Panipat,150
1723,Onion,2026-07-10,Ambala,100
1724,Onion,2026-07-10,Hisar,300
1725,Onion,2026-07-10,Karnal,50
1726,Onion,2026-07-11,Gurugram,200
1727,Onion,2026-07-11,Delhi,100
1728,Onion,2026-07-12,Hisar,200
1729,Onion,2026-07-12,Delhi,50
1730,Onion,2026-07-12,Rohtak,200
1731,Onion,2026-07-13,Ludhiana,50
1732,Onion,2026-07-13,Gurugram,300
1733,Onion,2026-07-13,Hisar,300
1734,Onion,2026-07-14,Chandigarh,300
1735,Onion,2026-07-14,Hisar,150
1736,Onion,2026-07-15,Ludhiana,200
1737,Onion,2026-07-16,Hisar,100
1738,Onion,2026-07-16,Sonipat,300
1739,Onion,2026-07-17,Sonipat,300
1740,Onion,2026-07-17,Chandigarh,50
1741,Onion,2026-07-17,Karnal,200
1742,Onion,2026-07-17,Ludhiana,50
1743,Onion,2026-07-18,Sonipat,300
1744,Onion,2026-07-18,Gurugram,50
1745,Onion,2026-07-18,Ambala,200
1746,Onion,2026-07-18,Delhi,50
1747,Onion,2026-07-19,Chandigarh,100
1748,Onion,2026-07-19,Delhi,150
1749,Onion,2026-07-20,Panipat,150
1750,Onion,2026-07-20,Panipat,150
1751,Onion,2026-07-20,Ludhiana,50
1752,Onion,2026-07-21,Ambala,200
1753,Onion,2026-07-21,Rohtak,150
1754,Onion,2026-07-22,Panipat,100
1755,Onion,2026-07-22,Sonipat,200
1756,Onion,2026-07-23,Delhi,50
1757,Onion,2026-07-23,Hisar,200
1758,Onion,2026-07-23,Ambala,150
1759,Onion,2026-07-23,Ambala,200
1760,Onion,2026-07-24,Gurugram,200
1761,Onion,2026-07-24,Ludhiana,300
1762,Onion,2026-07-24,Sonipat,100
1763,Onion,2026-07-25,Ludhiana,200
1764,Onion,2026-07-25,Sonipat,150
1765,Onion,2026-07-26,Delhi,300
1766,Onion,2026-07-26,Ambala,200
1767,Onion,2026-07-27,Gurugram,300
1768,Onion,2026-07-28,Rohtak,200
1769,Onion,2026-07-28,Panipat,50
1770,Onion,2026-07-28,Sonipat,50
1771,Onion,2026-07-28,Ambala,150
1772,Onion,2026-07-29,Chandigarh,50
1773,Onion,2026-07-29,Karnal,300
1774,Onion,2026-07-30,Chandigarh,300
1775,Onion,2026-07-30,Rohtak,300
1776,Onion,2026-07-31,Chandigarh,50
1777,Onion,2026-08-01,Delhi,300
1778,Onion,2026-08-01,Sonipat,50
1779,Onion,2026-08-01,Panipat,100
1780,Onion,2026-08-02,Ambala,200
1781,Onion,2026-08-02,Delhi,300
1782,Onion,2026-08-02,Ambala,150
1783,Onion,2026-08-03,Hisar,300
1784,Onion,2026-08-03,Rohtak,200
1785,Onion,2026-08-03,Rohtak,150
1786,Onion,2026-08-03,Hisar,100
1787,Onion,2026-08-04,Gurugram,200
1788,Onion,2026-08-05,Panipat,50
1789,Onion,2026-08-05,Delhi,50
1790,Onion,2026-08-05,Chandigarh,100
1791,Onion,2026-08-05,Panipat,100
1792,Onion,2026-08-06,Sonipat,150
1793,Onion,2026-08-06,Hisar,100
1794,Onion,2026-08-06,Rohtak,300
1795,Onion,2026-08-07,Gurugram,100
1796,Onion,2026-08-07,Rohtak,50
1797,Onion,2026-08-07,Panipat,200
1798,Onion,2026-08-07,Delhi,150
1799,Onion,2026-08-07,Sonipat,200
1800,Onion,2026-08-08,Delhi,50
1801,Onion,2026-08-08,Karnal,100
1802,Onion,2026-08-08,Ambala,300
1803,Onion,2026-08-08,Karnal,200
1804,Onion,2026-08-09,Chandigarh,300
1805,Onion,2026-08-09,Hisar,50
1806,Onion,2026-08-10,Chandigarh,200
1807,Onion,2026-08-10,Delhi,200
1808,Onion,2026-08-11,Rohtak,200
1809,Onion,2026-08-11,Karnal,50
1810,Onion,2026-08-11,Panipat,300
1811,Onion,2026-08-12,Karnal,300
1812,Onion,2026-08-12,Sonipat,150
1813,Onion,2026-08-12,Ambala,200
1814,Onion,2026-08-12,Ludhiana,50
1815,Onion,2026-08-13,Chandigarh,100
1816,Onion,2026-08-13,Sonipat,150
1817,Onion,2026-08-14,Karnal,300
1818,Onion,2026-08-14,Hisar,300
1819,Onion,2026-08-14,Ludhiana,50
1820,Onion,2026-08-15,Rohtak,200
1821,Onion,2026-08-15,Ambala,150
1822,Onion,2026-08-15,Sonipat,50
1823,Onion,2026-08-16,Panipat,300
1824,Onion,2026-08-16,Panipat,200
1825,Onion,2026-08-16,Gurugram,100
1826,Onion,2026-08-16,Ambala,300
1827,Onion,2026-08-16,Panipat,50
1828,Onion,2026-08-17,Sonipat,300
1829,Onion,2026-08-17,Ambala,50
1830,Onion,2026-08-17,Panipat,50
1831,Onion,2026-08-18,Sonipat,300
1832,Onion,2026-08-18,Panipat,200
1833,Onion,2026-08-19,Karnal,300
1834,Onion,2026-08-19,Chandigarh,150
1835,Onion,2026-08-19,Gurugram,150
1836,Onion,2026-08-20,Panipat,100
1837,Onion,2026-08-20,Gurugram,150
1838,Onion,2026-08-20,Karnal,200
1839,Onion,2026-08-20,Ambala,150
1840,Onion,2026-08-21,Rohtak,100
1841,Onion,2026-08-21,Rohtak,300
1842,Onion,2026-08-21,Ludhiana,50
1843,Onion,2026-08-22,Hisar,300
1844,Onion,2026-08-22,Ludhiana,200
1845,Onion,2026-08-22,Chandigarh,50
1846,Onion,2026-08-22,Delhi,300
1847,Onion,2026-08-23,Rohtak,200
1848,Onion,2026-08-23,Delhi,150
1849,Onion,2026-08-24,Ambala,150
1850,Onion,2026-08-24,Hisar,100
1851,Onion,2026-08-24,Rohtak,50
1852,Onion,2026-08-25,Ludhiana,150
1853,Onion,2026-08-25,Karnal,200
1854,Onion,2026-08-26,Panipat,150
1855,Onion,2026-08-26,Karnal,50
1856,Onion,2026-08-26,Ambala,150
1857,Onion,2026-08-26,Karnal,100
1858,Onion,2026-08-27,Ludhiana,150
1859,Onion,2026-08-27,Rohtak,150
1860,Onion,2026-08-27,Ludhiana,300
1861,Onion,2026-08-28,Hisar,50
1862,Onion,2026-08-28,Panipat,300
1863,Onion,2026-08-28,Chandigarh,200
1864,Onion,2026-08-29,Sonipat,300
1865,Onion,2026-08-29,Karnal,300
1866,Onion,2026-08-29,Ambala,300
1867,Onion,2026-08-29,Sonipat,50
1868,Onion,2026-08-30,Sonipat,150
1869,Onion,2026-08-31,Ambala,100
1870,Onion,2026-08-31,Chandigarh,150
1871,Onion,2026-09-01,Chandigarh,300
1872,Onion,2026-09-01,Panipat,300
1873,Onion,2026-09-01,Ludhiana,50
1874,Onion,2026-09-02,Hisar,50
1875,Onion,2026-09-02,Gurugram,200
1876,Onion,2026-09-02,Hisar,150
1877,Onion,2026-09-02,Delhi,300
1878,Onion,2026-09-03,Rohtak,100
1879,Onion,2026-09-03,Rohtak,150
1880,Onion,2026-09-04,Hisar,300
1881,Onion,2026-09-04,Ludhiana,150
1882,Onion,2026-09-04,Rohtak,200
1883,Onion,2026-09-04,Karnal,150
1884,Onion,2026-09-05,Rohtak,100
1885,Onion,2026-09-05,Hisar,50
1886,Onion,2026-09-05,Karnal,100
1887,Onion,2026-09-05,Sonipat,150
1888,Onion,2026-09-05,Panipat,50
1889,Onion,2026-09-06,Delhi,50
1890,Onion,2026-09-06,Ludhiana,200
1891,Onion,2026-09-06,Rohtak,300
1892,Onion,2026-09-07,Panipat,100
1893,Onion,2026-09-07,Delhi,200
1894,Onion,2026-09-07,Karnal,150
1895,Onion,2026-09-09,Chandigarh,100
1896,Onion,2026-09-09,Delhi,300
1897,Onion,2026-09-09,Ambala,200
1898,Onion,2026-09-09,Delhi,200
1899,Onion,2026-09-10,Ambala,50
1900,Onion,2026-09-11,Rohtak,200
1901,Onion,2026-09-11,Gurugram,50
1902,Onion,2026-09-11,Sonipat,50
1903,Onion,2026-09-11,Ludhiana,50
1904,Onion,2026-09-12,Panipat,300
1905,Onion,2026-09-12,Hisar,50
1906,Onion,2026-09-12,Delhi,50
1907,Onion,2026-09-12,Chandigarh,50
1908,Mustard,2026-03-17,Delhi,300
1909,Mustard,2026-03-17,Hisar,100
1910,Mustard,2026-03-17,Ambala,300
1911,Mustard,2026-03-18,Rohtak,200
1912,Mustard,2026-03-18,Hisar,200
1913,Mustard,2026-03-18,Hisar,300
1914,Mustard,2026-03-18,Ambala,50
1915,Mustard,2026-03-19,Rohtak,200
1916,Mustard,2026-03-19,Chandigarh,150
1917,Mustard,2026-03-20,Ambala,100
1918,Mustard,2026-03-20,Delhi,50
1919,Mustard,2026-03-20,Rohtak,300
1920,Mustard,2026-03-20,Delhi,300
1921,Mustard,2026-03-20,Karnal,300
1922,Mustard,2026-03-20,Sonipat,300
1923,Mustard,2026-03-21,Ambala,200
1924,Mustard,2026-03-21,Sonipat,100
1925,Mustard,2026-03-21,Sonipat,50
1926,Mustard,2026-03-21,Rohtak,100
1927,Mustard,2026-03-22,Panipat,300
1928,Mustard,2026-03-22,Hisar,300
1929,Mustard,2026-03-22,Gurugram,150
1930,Mustard,2026-03-22,Ambala,300
1931,Mustard,2026-03-23,Panipat,300
